,PLAYER,3P%,CI,3PA
322,Trendon Watford,0.30000000028590323,"(0.2022022022022022, 0.3983983983983984)",20
323,Cam Reddish,0.29700000040930724,"(0.1991991991991992, 0.39539539539539537)",74
324,Markieff Morris,0.2960000004609413,"(0.1981981981981982, 0.3943943943943944)",27
325,Jordan Goodwin,0.295000000518881,"(0.1971971971971972, 0.3933933933933934)",78
326,Cody Martin,0.2940000005838701,"(0.1961961961961962, 0.3923923923923924)",17
327,Delon Wright,0.2940000005838701,"(0.1961961961961962, 0.3923923923923924)",17
328,Toumani Camara,0.29400000058387005,"(0.1961961961961962, 0.3923923923923924)",85
329,Victor Wembanyama,0.2940000005838701,"(0.1961961961961962, 0.3923923923923924)",143
330,Bruce Brown,0.2930000006567364,"(0.19519519519519518, 0.3913913913913914)",92
331,Jamal Cain,0.292000000738401,"(0.1941941941941942, 0.39039039039039036)",24
332,Joe Harris,0.292000000738401,"(0.1941941941941942, 0.39039039039039036)",24
333,David Roddy,0.2900000009323377,"(0.1921921921921922, 0.3883883883883884)",100
334,Jordan Clarkson,0.29000000093233774,"(0.1921921921921922, 0.3883883883883884)",138
335,Scoot Henderson,0.2890000010470157,"(0.19119119119119118, 0.38738738738738737)",90
336,Onyeka Okongwu,0.286000001479281,"(0.1881881881881882, 0.3843843843843844)",42
337,Skylar Mays,0.2860000014792809,"(0.1881881881881882, 0.3843843843843844)",49
338,Pascal Siakam,0.28500000165857714,"(0.1871871871871872, 0.3833833833833834)",123
339,Franz Wagner,0.2840000018588614,"(0.18618618618618618, 0.38238238238238237)",162
340,Jonathan Kuminga,0.2840000018588614,"(0.18618618618618618, 0.38238238238238237)",81
341,Russell Westbrook,0.2840000018588613,"(0.18618618618618618, 0.38238238238238237)",74
342,Julius Randle,0.283000002082498,"(0.18518518518518517, 0.3813813813813814)",166
343,Dennis Smith Jr.,0.28200000233210687,"(0.1841841841841842, 0.38038038038038036)",39
344,Gary Payton II,0.28100000261058955,"(0.1831831831831832, 0.3793793793793794)",32
345,Jeff Green,0.28100000261058955,"(0.1831831831831832, 0.3793793793793794)",32
346,Nikola Vucevic,0.28100000261058955,"(0.1831831831831832, 0.3793793793793794)",121
347,Chuma Okeke,0.27800000365314304,"(0.18018018018018017, 0.3763763763763764)",18
348,Jonathan Isaac,0.2770000040828358,"(0.17917917917917917, 0.37537537537537535)",47
349,Marcus Smart,0.27700000408283587,"(0.17917917917917917, 0.37537537537537535)",94
350,Precious Achiuwa,0.2770000040828358,"(0.17917917917917917, 0.37537537537537535)",47
351,Ish Wainright,0.27300000634462085,"(0.17517517517517517, 0.3713713713713714)",11
352,Jarace Walker,0.27300000634462085,"(0.17517517517517517, 0.3713713713713714)",11
353,Jabari Walker,0.27100000789014905,"(0.17317317317317318, 0.36936936936936937)",59
354,Dyson Daniels,0.27100000789014905,"(0.17317317317317318, 0.36936936936936937)",85
355,Sandro Mamukelashvili,0.26900000979647526,"(0.17117117117117117, 0.36736736736736736)",26
356,Keita Bates-Diop,0.2680000109094181,"(0.17017017017017017, 0.3663663663663664)",41
357,Jusuf Nurkic,0.2680000109094181,"(0.17017017017017017, 0.3663663663663664)",71
358,Davion Mitchell,0.2650000150298432,"(0.16716716716716717, 0.36336336336336333)",49
359,Aaron Gordon,0.2640000167105711,"(0.16616616616616617, 0.36236236236236236)",53
360,Furkan Korkmaz,0.2630000185718177,"(0.16516516516516516, 0.3613613613613614)",19
361,Jaden Springer,0.2630000185718177,"(0.16516516516516516, 0.3613613613613614)",19
362,Luka Samanic,0.2630000185718177,"(0.16516516516516516, 0.3613613613613614)",19
363,Xavier Tillman,0.25600003846201164,"(0.15815815815815815, 0.35435435435435436)",39
364,Shake Milton,0.25500004260939124,"(0.15715715715715717, 0.3533533533533533)",47
365,Brandon Boston Jr.,0.2500000706750556,"(0.15215215215215216, 0.3483483483483483)",12
366,Collin Gillespie,0.2500000706750556,"(0.15215215215215216, 0.3483483483483483)",12
367,D'Moi Hodge,0.2500000706750556,"(0.15215215215215216, 0.3483483483483483)",12
368,Dominick Barlow,0.2500000706750556,"(0.15215215215215216, 0.3483483483483483)",4
369,Emoni Bates,0.2500000706750556,"(0.15215215215215216, 0.3483483483483483)",20
370,Gradey Dick,0.25000007067505553,"(0.15215215215215216, 0.3483483483483483)",44
371,Isaiah Livers,0.2500000706750556,"(0.15215215215215216, 0.3483483483483483)",60
372,Jalen Wilson,0.2500000706750556,"(0.15215215215215216, 0.3483483483483483)",8
373,Jared Rhoden,0.2500000706750556,"(0.15215215215215216, 0.3483483483483483)",4
374,Jett Howard,0.2500000706750556,"(0.15215215215215216, 0.3483483483483483)",12
375,Josh Okogie,0.2500000706750556,"(0.15215215215215216, 0.3483483483483483)",56
376,Walker Kessler,0.2500000706750556,"(0.15215215215215216, 0.3483483483483483)",16
377,Omer Yurtseven,0.23100044131513828,"(0.13313313313313313, 0.32932932932932935)",13
378,Tre Jones,0.22600069769122716,"(0.12812812812812813, 0.32432432432432434)",62
379,Giannis Antetokounmpo,0.21400201066415067,"(0.11611611611611611, 0.3123123123123123)",56
380,Olivier-Maxence Prosper,0.2140020106641508,"(0.11611611611611611, 0.3123123123123123)",28
381,Ja Morant,0.21100259627305923,"(0.11311311311311312, 0.30930930930930933)",38
382,Vasilije Micic,0.20700363022239207,"(0.1091091091091091, 0.3053053053053053)",29
383,Terance Mann,0.20300504356197932,"(0.10510510510510511, 0.3013013013013013)",79
384,DaQuan Jeffries,0.20000642713018227,"(0.1021021021021021, 0.2982982982982983)",5
385,Evan Mobley,0.20000642713018224,"(0.1021021021021021, 0.2982982982982983)",10
386,Wesley Matthews,0.20000642713018224,"(0.1021021021021021, 0.2982982982982983)",30
387,Svi Mykhailiuk,0.19201205379342084,"(0.0940940940940941, 0.2902902902902903)",26
388,Jalen McDaniels,0.18901515914430256,"(0.09109109109109109, 0.2872872872872873)",37
389,Cory Joseph,0.1820255204098427,"(0.08408408408408408, 0.2802802802802803)",22
390,Amen Thompson,0.17603926646168475,"(0.07807807807807808, 0.27427427427427425)",17
391,Jaylen Nowell,0.17404518700666696,"(0.07607607607607608, 0.27227227227227224)",23
392,Admiral Schofield,0.16707295111365908,"(0.06906906906906907, 0.2652652652652653)",6
393,Bam Adebayo,0.16707295111365908,"(0.06906906906906907, 0.2652652652652653)",6
394,Evan Fournier,0.16707295111365908,"(0.06906906906906907, 0.2652652652652653)",12
395,Marvin Bagley III,0.16707295111365908,"(0.06906906906906907, 0.2652652652652653)",6
396,Rayan Rupert,0.16707295111365908,"(0.06906906906906907, 0.2652652652652653)",6
397,Theo Maledon,0.16707295111365908,"(0.06906906906906907, 0.2652652652652653)",30
398,Jock Landale,0.15416861485308925,"(0.057057057057057055, 0.25225225225225223)",13
399,Ausar Thompson,0.15317934099028685,"(0.056056056056056056, 0.25125125125125125)",59
400,Dalen Terry,0.15021527835079782,"(0.05305305305305305, 0.24824824824824826)",20
401,Jake LaRavia,0.15021527835079782,"(0.05305305305305305, 0.24824824824824826)",20
402,Day'Ron Sharpe,0.1433251524837001,"(0.04704704704704705, 0.24124124124124124)",7
403,Harry Giles III,0.1433251524837001,"(0.04704704704704705, 0.24124124124124124)",7
404,KJ Martin,0.1433251524837001,"(0.04704704704704705, 0.24124124124124124)",7
405,Aleksej Pokusevski,0.12585982602220927,"(0.03203203203203203, 0.22322322322322322)",8
406,Colby Jones,0.12585982602220927,"(0.03203203203203203, 0.22322322322322322)",8
407,Dalano Banton,0.12585982602220927,"(0.03203203203203203, 0.22322322322322322)",8
408,Dexter Dennis,0.12585982602220927,"(0.03203203203203203, 0.22322322322322322)",8
409,Kyle Anderson,0.12585982602220927,"(0.03203203203203203, 0.22322322322322322)",24
410,R.J. Hampton,0.12585982602220927,"(0.03203203203203203, 0.22322322322322322)",8
411,Seth Lundy,0.12585982602220927,"(0.03203203203203203, 0.22322322322322322)",8
412,Gabe Vincent,0.1192134484557137,"(0.02702702702702703, 0.21621621621621623)",17
413,Jalen Hood-Schifino,0.1126811893946775,"(0.022022022022022022, 0.2092092092092092)",9
414,Kira Lewis Jr.,0.10719139114637018,"(0.01901901901901902, 0.2032032032032032)",19
415,Julian Phillips,0.08819245591543097,"(0.01001001001001001, 0.18218218218218218)",12
416,T.J. McConnell,0.08819245591543097,"(0.01001001001001001, 0.18218218218218218)",12
417,Jarred Vanderbilt,0.07876812420931,"(0.007007007007007007, 0.17117117117117117)",14
418,Alex Fudge,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",2
419,Alex Len,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",1
420,Amari Bailey,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",2
421,Andre Drummond,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",2
422,Anthony Gill,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",8
423,Blake Wesley,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",5
424,Boban Marjanovic,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",2
425,Braxton Key,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",2
426,Bruno Fernando,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",1
427,Charles Bassey,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",1
428,Cody Zeller,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",1
429,Danny Green,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",1
430,Dariq Whitehead,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",3
431,Dereck Lively II,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",2
432,E.J. Liddell,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",3
433,Greg Brown III,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",1
434,Hunter Tyson,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",3
435,Isaiah Jackson,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",2
436,JD Davison,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",1
437,JaVale McGee,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",1
438,Jalen Duren,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",2
439,Jalen Slawson,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",1
440,Jamaree Bouyea,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",8
441,James Wiseman,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",1
442,Jarrett Allen,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",1
443,Jaxson Hayes,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",4
444,Jermaine Samuels Jr.,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",2
445,Jerome Robinson,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",3
446,Johnny Juzang,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",2
447,Josh Minott,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",5
448,Joshua Primo,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",1
449,Juan Toscano-Anderson,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",1
450,Jules Bernard,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",3
451,Kaiser Gates,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",2
452,Kobe Bufkin,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",1
453,Lindell Wigginton,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",2
454,Luka Garza,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",3
455,Markelle Fultz,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",3
456,Micah Potter,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",1
457,Mouhamed Gueye,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",1
458,Nate Williams,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",2
459,Noah Clowney,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",1
460,Ricky Council IV,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",1
461,Rudy Gobert,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",1
462,Ryan Arcidiacono,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",3
463,Saben Lee,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",4
464,Sidy Cissoko,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",4
465,Taj Gibson,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",4
466,Terry Taylor,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",3
467,Thomas Bryant,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",3
468,Trent Forrest,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",1
469,Trevelin Queen,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",1
470,Ty Jerome,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",1
471,Wendell Moore Jr.,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",2
472,Xavier Moon,0.03957680225409487,"(0.001001001001001001, 0.11211211211211211)",1
